dataset,group_by,group,artist,style,genre,source_shard,source_row,output_path
WikiArt,artist,ivan-aivazovsky,ivan-aivazovsky,Romanticism,Unknown Genre,train-00000-of-00072.parquet,642,datasets/partial/WikiArt_hot40_top15_artist/ivan_aivazovsky/ivan_aivazovsky_0026.jpg
WikiArt,artist,childe-hassam,childe-hassam,Impressionism,genre_painting,train-00000-of-00072.parquet,649,datasets/partial/WikiArt_hot40_top15_artist/childe_hassam/childe_hassam_0022.jpg
WikiArt,artist,childe-hassam,childe-hassam,Impressionism,genre_painting,train-00000-of-00072.parquet,650,datasets/partial/WikiArt_hot40_top15_artist/childe_hassam/childe_hassam_0023.jpg
WikiArt,artist,gustave-dore,gustave-dore,Romanticism,illustration,train-00000-of-00072.parquet,653,datasets/partial/WikiArt_hot40_top15_artist/gustave_dore/gustave_dore_0027.jpg
WikiArt,artist,camille-pissarro,camille-pissarro,Impressionism,landscape,train-00000-of-00072.parquet,656,datasets/partial/WikiArt_hot40_top15_artist/camille_pissarro/camille_pissarro_0021.jpg
WikiArt,artist,camille-pissarro,camille-pissarro,Impressionism,landscape,train-00000-of-00072.parquet,661,datasets/partial/WikiArt_hot40_top15_artist/camille_pissarro/camille_pissarro_0022.jpg
WikiArt,artist,pierre-auguste-renoir,pierre-auguste-renoir,Impressionism,landscape,train-00000-of-00072.parquet,662,datasets/partial/WikiArt_hot40_top15_artist/pierre_auguste_renoir/pierre_auguste_renoir_0038.jpg
WikiArt,artist,marc-chagall,marc-chagall,Naive_Art_Primitivism,religious_painting,train-00000-of-00072.parquet,663,datasets/partial/WikiArt_hot40_top15_artist/marc_chagall/marc_chagall_0020.jpg
WikiArt,artist,john-singer-sargent,john-singer-sargent,Impressionism,landscape,train-00000-of-00072.parquet,664,datasets/partial/WikiArt_hot40_top15_artist/john_singer_sargent/john_singer_sargent_0028.jpg
WikiArt,artist,pyotr-konchalovsky,pyotr-konchalovsky,Realism,landscape,train-00000-of-00072.parquet,665,datasets/partial/WikiArt_hot40_top15_artist/pyotr_konchalovsky/pyotr_konchalovsky_0035.jpg
WikiArt,artist,camille-pissarro,camille-pissarro,Impressionism,cityscape,train-00000-of-00072.parquet,668,datasets/partial/WikiArt_hot40_top15_artist/camille_pissarro/camille_pissarro_0023.jpg
WikiArt,artist,eugene-boudin,eugene-boudin,Impressionism,Unknown Genre,train-00000-of-00072.parquet,673,datasets/partial/WikiArt_hot40_top15_artist/eugene_boudin/eugene_boudin_0018.jpg
WikiArt,artist,martiros-saryan,martiros-saryan,Expressionism,illustration,train-00000-of-00072.parquet,675,datasets/partial/WikiArt_hot40_top15_artist/martiros_saryan/martiros_saryan_0024.jpg
WikiArt,artist,john-singer-sargent,john-singer-sargent,Impressionism,Unknown Genre,train-00000-of-00072.parquet,685,datasets/partial/WikiArt_hot40_top15_artist/john_singer_sargent/john_singer_sargent_0029.jpg
WikiArt,artist,pyotr-konchalovsky,pyotr-konchalovsky,Realism,landscape,train-00000-of-00072.parquet,688,datasets/partial/WikiArt_hot40_top15_artist/pyotr_konchalovsky/pyotr_konchalovsky_0036.jpg
WikiArt,artist,camille-pissarro,camille-pissarro,Impressionism,landscape,train-00000-of-00072.parquet,689,datasets/partial/WikiArt_hot40_top15_artist/camille_pissarro/camille_pissarro_0024.jpg
WikiArt,artist,pierre-auguste-renoir,pierre-auguste-renoir,Impressionism,genre_painting,train-00000-of-00072.parquet,690,datasets/partial/WikiArt_hot40_top15_artist/pierre_auguste_renoir/pierre_auguste_renoir_0039.jpg
WikiArt,artist,camille-pissarro,camille-pissarro,Impressionism,landscape,train-00000-of-00072.parquet,692,datasets/partial/WikiArt_hot40_top15_artist/camille_pissarro/camille_pissarro_0025.jpg
WikiArt,artist,martiros-saryan,martiros-saryan,Expressionism,portrait,train-00000-of-00072.parquet,693,datasets/partial/WikiArt_hot40_top15_artist/martiros_saryan/martiros_saryan_0025.jpg
WikiArt,artist,boris-kustodiev,boris-kustodiev,Realism,sketch_and_study,train-00000-of-00072.parquet,695,datasets/partial/WikiArt_hot40_top15_artist/boris_kustodiev/boris_kustodiev_0026.jpg
WikiArt,artist,marc-chagall,marc-chagall,Cubism,landscape,train-00000-of-00072.parquet,697,datasets/partial/WikiArt_hot40_top15_artist/marc_chagall/marc_chagall_0021.jpg
WikiArt,artist,pierre-auguste-renoir,pierre-auguste-renoir,Impressionism,portrait,train-00000-of-00072.parquet,698,datasets/partial/WikiArt_hot40_top15_artist/pierre_auguste_renoir/pierre_auguste_renoir_0040.jpg
WikiArt,artist,gustave-dore,gustave-dore,Romanticism,religious_painting,train-00000-of-00072.parquet,699,datasets/partial/WikiArt_hot40_top15_artist/gustave_dore/gustave_dore_0028.jpg
WikiArt,artist,camille-pissarro,camille-pissarro,Impressionism,cityscape,train-00000-of-00072.parquet,705,datasets/partial/WikiArt_hot40_top15_artist/camille_pissarro/camille_pissarro_0026.jpg
WikiArt,artist,camille-pissarro,camille-pissarro,Impressionism,cityscape,train-00000-of-00072.parquet,706,datasets/partial/WikiArt_hot40_top15_artist/camille_pissarro/camille_pissarro_0027.jpg
WikiArt,artist,marc-chagall,marc-chagall,Naive_Art_Primitivism,genre_painting,train-00000-of-00072.parquet,707,datasets/partial/WikiArt_hot40_top15_artist/marc_chagall/marc_chagall_0022.jpg
WikiArt,artist,pyotr-konchalovsky,pyotr-konchalovsky,Post_Impressionism,still_life,train-00000-of-00072.parquet,710,datasets/partial/WikiArt_hot40_top15_artist/pyotr_konchalovsky/pyotr_konchalovsky_0037.jpg
WikiArt,artist,raphael-kirchner,raphael-kirchner,Art_Nouveau,nude_painting,train-00000-of-00072.parquet,711,datasets/partial/WikiArt_hot40_top15_artist/raphael_kirchner/raphael_kirchner_0013.jpg
WikiArt,artist,camille-pissarro,camille-pissarro,Impressionism,landscape,train-00000-of-00072.parquet,712,datasets/partial/WikiArt_hot40_top15_artist/camille_pissarro/camille_pissarro_0028.jpg
WikiArt,artist,ivan-aivazovsky,ivan-aivazovsky,Romanticism,Unknown Genre,train-00000-of-00072.parquet,713,datasets/partial/WikiArt_hot40_top15_artist/ivan_aivazovsky/ivan_aivazovsky_0027.jpg
WikiArt,artist,raphael-kirchner,raphael-kirchner,Art_Nouveau,Unknown Genre,train-00000-of-00072.parquet,718,datasets/partial/WikiArt_hot40_top15_artist/raphael_kirchner/raphael_kirchner_0014.jpg
WikiArt,artist,childe-hassam,childe-hassam,Impressionism,landscape,train-00000-of-00072.parquet,719,datasets/partial/WikiArt_hot40_top15_artist/childe_hassam/childe_hassam_0024.jpg
WikiArt,artist,john-singer-sargent,john-singer-sargent,Realism,portrait,train-00000-of-00072.parquet,722,datasets/partial/WikiArt_hot40_top15_artist/john_singer_sargent/john_singer_sargent_0030.jpg
WikiArt,artist,gustave-dore,gustave-dore,Romanticism,illustration,train-00000-of-00072.parquet,723,datasets/partial/WikiArt_hot40_top15_artist/gustave_dore/gustave_dore_0029.jpg
WikiArt,artist,boris-kustodiev,boris-kustodiev,Realism,Unknown Genre,train-00000-of-00072.parquet,725,datasets/partial/WikiArt_hot40_top15_artist/boris_kustodiev/boris_kustodiev_0027.jpg
WikiArt,artist,pyotr-konchalovsky,pyotr-konchalovsky,Realism,portrait,train-00000-of-00072.parquet,732,datasets/partial/WikiArt_hot40_top15_artist/pyotr_konchalovsky/pyotr_konchalovsky_0038.jpg
WikiArt,artist,marc-chagall,marc-chagall,Expressionism,genre_painting,train-00000-of-00072.parquet,737,datasets/partial/WikiArt_hot40_top15_artist/marc_chagall/marc_chagall_0023.jpg
WikiArt,artist,john-singer-sargent,john-singer-sargent,Impressionism,genre_painting,train-00000-of-00072.parquet,739,datasets/partial/WikiArt_hot40_top15_artist/john_singer_sargent/john_singer_sargent_0031.jpg
WikiArt,artist,pyotr-konchalovsky,pyotr-konchalovsky,Realism,Unknown Genre,train-00000-of-00072.parquet,740,datasets/partial/WikiArt_hot40_top15_artist/pyotr_konchalovsky/pyotr_konchalovsky_0039.jpg
WikiArt,artist,camille-pissarro,camille-pissarro,Impressionism,landscape,train-00000-of-00072.parquet,742,datasets/partial/WikiArt_hot40_top15_artist/camille_pissarro/camille_pissarro_0029.jpg
WikiArt,artist,marc-chagall,marc-chagall,Naive_Art_Primitivism,illustration,train-00000-of-00072.parquet,743,datasets/partial/WikiArt_hot40_top15_artist/marc_chagall/marc_chagall_0024.jpg
WikiArt,artist,eugene-boudin,eugene-boudin,Impressionism,genre_painting,train-00000-of-00072.parquet,744,datasets/partial/WikiArt_hot40_top15_artist/eugene_boudin/eugene_boudin_0019.jpg
WikiArt,artist,pyotr-konchalovsky,pyotr-konchalovsky,Post_Impressionism,sketch_and_study,train-00000-of-00072.parquet,747,datasets/partial/WikiArt_hot40_top15_artist/pyotr_konchalovsky/pyotr_konchalovsky_0040.jpg
WikiArt,artist,gustave-dore,gustave-dore,Romanticism,religious_painting,train-00000-of-00072.parquet,749,datasets/partial/WikiArt_hot40_top15_artist/gustave_dore/gustave_dore_0030.jpg
WikiArt,artist,john-singer-sargent,john-singer-sargent,Realism,sketch_and_study,train-00000-of-00072.parquet,750,datasets/partial/WikiArt_hot40_top15_artist/john_singer_sargent/john_singer_sargent_0032.jpg
WikiArt,artist,raphael-kirchner,raphael-kirchner,Art_Nouveau,genre_painting,train-00000-of-00072.parquet,751,datasets/partial/WikiArt_hot40_top15_artist/raphael_kirchner/raphael_kirchner_0015.jpg
WikiArt,artist,ivan-aivazovsky,ivan-aivazovsky,Romanticism,Unknown Genre,train-00000-of-00072.parquet,755,datasets/partial/WikiArt_hot40_top15_artist/ivan_aivazovsky/ivan_aivazovsky_0028.jpg
WikiArt,artist,boris-kustodiev,boris-kustodiev,Realism,sketch_and_study,train-00000-of-00072.parquet,757,datasets/partial/WikiArt_hot40_top15_artist/boris_kustodiev/boris_kustodiev_0028.jpg
WikiArt,artist,camille-pissarro,camille-pissarro,Pointillism,cityscape,train-00000-of-00072.parquet,759,datasets/partial/WikiArt_hot40_top15_artist/camille_pissarro/camille_pissarro_0030.jpg
WikiArt,artist,gustave-dore,gustave-dore,Romanticism,illustration,train-00000-of-00072.parquet,760,datasets/partial/WikiArt_hot40_top15_artist/gustave_dore/gustave_dore_0031.jpg
WikiArt,artist,raphael-kirchner,raphael-kirchner,Art_Nouveau,genre_painting,train-00000-of-00072.parquet,761,datasets/partial/WikiArt_hot40_top15_artist/raphael_kirchner/raphael_kirchner_0016.jpg
WikiArt,artist,marc-chagall,marc-chagall,Naive_Art_Primitivism,Unknown Genre,train-00000-of-00072.parquet,762,datasets/partial/WikiArt_hot40_top15_artist/marc_chagall/marc_chagall_0025.jpg
WikiArt,artist,childe-hassam,childe-hassam,Impressionism,landscape,train-00000-of-00072.parquet,764,datasets/partial/WikiArt_hot40_top15_artist/childe_hassam/childe_hassam_0025.jpg
WikiArt,artist,camille-pissarro,camille-pissarro,Impressionism,landscape,train-00000-of-00072.parquet,774,datasets/partial/WikiArt_hot40_top15_artist/camille_pissarro/camille_pissarro_0031.jpg
WikiArt,artist,marc-chagall,marc-chagall,Expressionism,genre_painting,train-00000-of-00072.parquet,776,datasets/partial/WikiArt_hot40_top15_artist/marc_chagall/marc_chagall_0026.jpg
WikiArt,artist,camille-pissarro,camille-pissarro,Impressionism,portrait,train-00000-of-00072.parquet,777,datasets/partial/WikiArt_hot40_top15_artist/camille_pissarro/camille_pissarro_0032.jpg
WikiArt,artist,martiros-saryan,martiros-saryan,Expressionism,genre_painting,train-00000-of-00072.parquet,779,datasets/partial/WikiArt_hot40_top15_artist/martiros_saryan/martiros_saryan_0026.jpg
WikiArt,artist,eugene-boudin,eugene-boudin,Impressionism,cityscape,train-00000-of-00072.parquet,788,datasets/partial/WikiArt_hot40_top15_artist/eugene_boudin/eugene_boudin_0020.jpg
WikiArt,artist,childe-hassam,childe-hassam,Impressionism,cityscape,train-00000-of-00072.parquet,789,datasets/partial/WikiArt_hot40_top15_artist/childe_hassam/childe_hassam_0026.jpg
WikiArt,artist,boris-kustodiev,boris-kustodiev,Realism,Unknown Genre,train-00000-of-00072.parquet,790,datasets/partial/WikiArt_hot40_top15_artist/boris_kustodiev/boris_kustodiev_0029.jpg
WikiArt,artist,childe-hassam,childe-hassam,Impressionism,still_life,train-00000-of-00072.parquet,792,datasets/partial/WikiArt_hot40_top15_artist/childe_hassam/childe_hassam_0027.jpg
WikiArt,artist,martiros-saryan,martiros-saryan,Symbolism,genre_painting,train-00000-of-00072.parquet,796,datasets/partial/WikiArt_hot40_top15_artist/martiros_saryan/martiros_saryan_0027.jpg
WikiArt,artist,john-singer-sargent,john-singer-sargent,Impressionism,genre_painting,train-00000-of-00072.parquet,798,datasets/partial/WikiArt_hot40_top15_artist/john_singer_sargent/john_singer_sargent_0033.jpg
WikiArt,artist,boris-kustodiev,boris-kustodiev,Realism,sketch_and_study,train-00000-of-00072.parquet,801,datasets/partial/WikiArt_hot40_top15_artist/boris_kustodiev/boris_kustodiev_0030.jpg
WikiArt,artist,raphael-kirchner,raphael-kirchner,Art_Nouveau,portrait,train-00000-of-00072.parquet,807,datasets/partial/WikiArt_hot40_top15_artist/raphael_kirchner/raphael_kirchner_0017.jpg
WikiArt,artist,boris-kustodiev,boris-kustodiev,Realism,portrait,train-00000-of-00072.parquet,808,datasets/partial/WikiArt_hot40_top15_artist/boris_kustodiev/boris_kustodiev_0031.jpg
WikiArt,artist,eugene-boudin,eugene-boudin,Realism,genre_painting,train-00000-of-00072.parquet,814,datasets/partial/WikiArt_hot40_top15_artist/eugene_boudin/eugene_boudin_0021.jpg
WikiArt,artist,camille-pissarro,camille-pissarro,Impressionism,landscape,train-00000-of-00072.parquet,815,datasets/partial/WikiArt_hot40_top15_artist/camille_pissarro/camille_pissarro_0033.jpg
WikiArt,artist,john-singer-sargent,john-singer-sargent,Realism,portrait,train-00000-of-00072.parquet,816,datasets/partial/WikiArt_hot40_top15_artist/john_singer_sargent/john_singer_sargent_0034.jpg
WikiArt,artist,martiros-saryan,martiros-saryan,Realism,landscape,train-00000-of-00072.parquet,821,datasets/partial/WikiArt_hot40_top15_artist/martiros_saryan/martiros_saryan_0028.jpg
WikiArt,artist,boris-kustodiev,boris-kustodiev,Realism,genre_painting,train-00000-of-00072.parquet,827,datasets/partial/WikiArt_hot40_top15_artist/boris_kustodiev/boris_kustodiev_0032.jpg
WikiArt,artist,marc-chagall,marc-chagall,Naive_Art_Primitivism,religious_painting,train-00000-of-00072.parquet,828,datasets/partial/WikiArt_hot40_top15_artist/marc_chagall/marc_chagall_0027.jpg
WikiArt,artist,boris-kustodiev,boris-kustodiev,Realism,Unknown Genre,train-00000-of-00072.parquet,832,datasets/partial/WikiArt_hot40_top15_artist/boris_kustodiev/boris_kustodiev_0033.jpg
WikiArt,artist,childe-hassam,childe-hassam,Impressionism,genre_painting,train-00000-of-00072.parquet,835,datasets/partial/WikiArt_hot40_top15_artist/childe_hassam/childe_hassam_0028.jpg
WikiArt,artist,gustave-dore,gustave-dore,Romanticism,religious_painting,train-00000-of-00072.parquet,836,datasets/partial/WikiArt_hot40_top15_artist/gustave_dore/gustave_dore_0032.jpg
WikiArt,artist,ivan-aivazovsky,ivan-aivazovsky,Romanticism,Unknown Genre,train-00000-of-00072.parquet,844,datasets/partial/WikiArt_hot40_top15_artist/ivan_aivazovsky/ivan_aivazovsky_0029.jpg
WikiArt,artist,raphael-kirchner,raphael-kirchner,Art_Nouveau,portrait,train-00000-of-00072.parquet,855,datasets/partial/WikiArt_hot40_top15_artist/raphael_kirchner/raphael_kirchner_0018.jpg
WikiArt,artist,camille-pissarro,camille-pissarro,Impressionism,cityscape,train-00000-of-00072.parquet,858,datasets/partial/WikiArt_hot40_top15_artist/camille_pissarro/camille_pissarro_0034.jpg
WikiArt,artist,marc-chagall,marc-chagall,Naive_Art_Primitivism,genre_painting,train-00000-of-00072.parquet,862,datasets/partial/WikiArt_hot40_top15_artist/marc_chagall/marc_chagall_0028.jpg
WikiArt,artist,childe-hassam,childe-hassam,Impressionism,cityscape,train-00000-of-00072.parquet,864,datasets/partial/WikiArt_hot40_top15_artist/childe_hassam/childe_hassam_0029.jpg
WikiArt,artist,martiros-saryan,martiros-saryan,Symbolism,Unknown Genre,train-00000-of-00072.parquet,865,datasets/partial/WikiArt_hot40_top15_artist/martiros_saryan/martiros_saryan_0029.jpg
WikiArt,artist,gustave-dore,gustave-dore,Romanticism,religious_painting,train-00000-of-00072.parquet,866,datasets/partial/WikiArt_hot40_top15_artist/gustave_dore/gustave_dore_0033.jpg
WikiArt,artist,gustave-dore,gustave-dore,Romanticism,illustration,train-00000-of-00072.parquet,869,datasets/partial/WikiArt_hot40_top15_artist/gustave_dore/gustave_dore_0034.jpg
WikiArt,artist,boris-kustodiev,boris-kustodiev,Realism,illustration,train-00000-of-00072.parquet,870,datasets/partial/WikiArt_hot40_top15_artist/boris_kustodiev/boris_kustodiev_0034.jpg
WikiArt,artist,raphael-kirchner,raphael-kirchner,Art_Nouveau,portrait,train-00000-of-00072.parquet,871,datasets/partial/WikiArt_hot40_top15_artist/raphael_kirchner/raphael_kirchner_0019.jpg
WikiArt,artist,camille-pissarro,camille-pissarro,Impressionism,cityscape,train-00000-of-00072.parquet,874,datasets/partial/WikiArt_hot40_top15_artist/camille_pissarro/camille_pissarro_0035.jpg
WikiArt,artist,gustave-dore,gustave-dore,Romanticism,religious_painting,train-00000-of-00072.parquet,878,datasets/partial/WikiArt_hot40_top15_artist/gustave_dore/gustave_dore_0035.jpg
WikiArt,artist,eugene-boudin,eugene-boudin,Impressionism,landscape,train-00000-of-00072.parquet,879,datasets/partial/WikiArt_hot40_top15_artist/eugene_boudin/eugene_boudin_0022.jpg
WikiArt,artist,boris-kustodiev,boris-kustodiev,Art_Nouveau,portrait,train-00000-of-00072.parquet,880,datasets/partial/WikiArt_hot40_top15_artist/boris_kustodiev/boris_kustodiev_0035.jpg
WikiArt,artist,martiros-saryan,martiros-saryan,Expressionism,Unknown Genre,train-00000-of-00072.parquet,881,datasets/partial/WikiArt_hot40_top15_artist/martiros_saryan/martiros_saryan_0030.jpg
WikiArt,artist,ivan-aivazovsky,ivan-aivazovsky,Romanticism,landscape,train-00000-of-00072.parquet,887,datasets/partial/WikiArt_hot40_top15_artist/ivan_aivazovsky/ivan_aivazovsky_0030.jpg
WikiArt,artist,camille-pissarro,camille-pissarro,Impressionism,landscape,train-00000-of-00072.parquet,888,datasets/partial/WikiArt_hot40_top15_artist/camille_pissarro/camille_pissarro_0036.jpg
WikiArt,artist,marc-chagall,marc-chagall,Naive_Art_Primitivism,illustration,train-00000-of-00072.parquet,891,datasets/partial/WikiArt_hot40_top15_artist/marc_chagall/marc_chagall_0029.jpg
WikiArt,artist,camille-pissarro,camille-pissarro,Impressionism,landscape,train-00000-of-00072.parquet,892,datasets/partial/WikiArt_hot40_top15_artist/camille_pissarro/camille_pissarro_0037.jpg
WikiArt,artist,martiros-saryan,martiros-saryan,Realism,portrait,train-00000-of-00072.parquet,895,datasets/partial/WikiArt_hot40_top15_artist/martiros_saryan/martiros_saryan_0031.jpg
WikiArt,artist,john-singer-sargent,john-singer-sargent,Realism,portrait,train-00000-of-00072.parquet,898,datasets/partial/WikiArt_hot40_top15_artist/john_singer_sargent/john_singer_sargent_0035.jpg
WikiArt,artist,gustave-dore,gustave-dore,Romanticism,illustration,train-00000-of-00072.parquet,909,datasets/partial/WikiArt_hot40_top15_artist/gustave_dore/gustave_dore_0036.jpg
WikiArt,artist,gustave-dore,gustave-dore,Romanticism,illustration,train-00000-of-00072.parquet,911,datasets/partial/WikiArt_hot40_top15_artist/gustave_dore/gustave_dore_0037.jpg
WikiArt,artist,martiros-saryan,martiros-saryan,Expressionism,sketch_and_study,train-00000-of-00072.parquet,913,datasets/partial/WikiArt_hot40_top15_artist/martiros_saryan/martiros_saryan_0032.jpg
WikiArt,artist,john-singer-sargent,john-singer-sargent,Realism,portrait,train-00000-of-00072.parquet,926,datasets/partial/WikiArt_hot40_top15_artist/john_singer_sargent/john_singer_sargent_0036.jpg
WikiArt,artist,childe-hassam,childe-hassam,Impressionism,genre_painting,train-00000-of-00072.parquet,928,datasets/partial/WikiArt_hot40_top15_artist/childe_hassam/childe_hassam_0030.jpg
WikiArt,artist,boris-kustodiev,boris-kustodiev,Realism,Unknown Genre,train-00000-of-00072.parquet,931,datasets/partial/WikiArt_hot40_top15_artist/boris_kustodiev/boris_kustodiev_0036.jpg
WikiArt,artist,camille-pissarro,camille-pissarro,Realism,sketch_and_study,train-00000-of-00072.parquet,932,datasets/partial/WikiArt_hot40_top15_artist/camille_pissarro/camille_pissarro_0038.jpg
WikiArt,artist,gustave-dore,gustave-dore,Romanticism,religious_painting,train-00000-of-00072.parquet,933,datasets/partial/WikiArt_hot40_top15_artist/gustave_dore/gustave_dore_0038.jpg
WikiArt,artist,martiros-saryan,martiros-saryan,Symbolism,genre_painting,train-00000-of-00072.parquet,936,datasets/partial/WikiArt_hot40_top15_artist/martiros_saryan/martiros_saryan_0033.jpg
WikiArt,artist,ivan-aivazovsky,ivan-aivazovsky,Romanticism,landscape,train-00000-of-00072.parquet,938,datasets/partial/WikiArt_hot40_top15_artist/ivan_aivazovsky/ivan_aivazovsky_0031.jpg
WikiArt,artist,raphael-kirchner,raphael-kirchner,Art_Nouveau,genre_painting,train-00000-of-00072.parquet,939,datasets/partial/WikiArt_hot40_top15_artist/raphael_kirchner/raphael_kirchner_0020.jpg
WikiArt,artist,eugene-boudin,eugene-boudin,Impressionism,genre_painting,train-00000-of-00072.parquet,941,datasets/partial/WikiArt_hot40_top15_artist/eugene_boudin/eugene_boudin_0023.jpg
WikiArt,artist,john-singer-sargent,john-singer-sargent,Realism,portrait,train-00000-of-00072.parquet,946,datasets/partial/WikiArt_hot40_top15_artist/john_singer_sargent/john_singer_sargent_0037.jpg
WikiArt,artist,marc-chagall,marc-chagall,Naive_Art_Primitivism,still_life,train-00000-of-00072.parquet,949,datasets/partial/WikiArt_hot40_top15_artist/marc_chagall/marc_chagall_0030.jpg
WikiArt,artist,raphael-kirchner,raphael-kirchner,Art_Nouveau,Unknown Genre,train-00000-of-00072.parquet,950,datasets/partial/WikiArt_hot40_top15_artist/raphael_kirchner/raphael_kirchner_0021.jpg
WikiArt,artist,gustave-dore,gustave-dore,Romanticism,illustration,train-00000-of-00072.parquet,951,datasets/partial/WikiArt_hot40_top15_artist/gustave_dore/gustave_dore_0039.jpg
WikiArt,artist,martiros-saryan,martiros-saryan,Expressionism,sketch_and_study,train-00000-of-00072.parquet,954,datasets/partial/WikiArt_hot40_top15_artist/martiros_saryan/martiros_saryan_0034.jpg
WikiArt,artist,boris-kustodiev,boris-kustodiev,Realism,portrait,train-00000-of-00072.parquet,958,datasets/partial/WikiArt_hot40_top15_artist/boris_kustodiev/boris_kustodiev_0037.jpg
WikiArt,artist,john-singer-sargent,john-singer-sargent,Realism,portrait,train-00000-of-00072.parquet,961,datasets/partial/WikiArt_hot40_top15_artist/john_singer_sargent/john_singer_sargent_0038.jpg
WikiArt,artist,ivan-aivazovsky,ivan-aivazovsky,Romanticism,Unknown Genre,train-00000-of-00072.parquet,966,datasets/partial/WikiArt_hot40_top15_artist/ivan_aivazovsky/ivan_aivazovsky_0032.jpg
WikiArt,artist,raphael-kirchner,raphael-kirchner,Art_Nouveau,Unknown Genre,train-00000-of-00072.parquet,967,datasets/partial/WikiArt_hot40_top15_artist/raphael_kirchner/raphael_kirchner_0022.jpg
WikiArt,artist,martiros-saryan,martiros-saryan,Expressionism,landscape,train-00000-of-00072.parquet,968,datasets/partial/WikiArt_hot40_top15_artist/martiros_saryan/martiros_saryan_0035.jpg
WikiArt,artist,raphael-kirchner,raphael-kirchner,Art_Nouveau,Unknown Genre,train-00000-of-00072.parquet,973,datasets/partial/WikiArt_hot40_top15_artist/raphael_kirchner/raphael_kirchner_0023.jpg
WikiArt,artist,raphael-kirchner,raphael-kirchner,Art_Nouveau,portrait,train-00000-of-00072.parquet,980,datasets/partial/WikiArt_hot40_top15_artist/raphael_kirchner/raphael_kirchner_0024.jpg
WikiArt,artist,marc-chagall,marc-chagall,Naive_Art_Primitivism,illustration,train-00000-of-00072.parquet,988,datasets/partial/WikiArt_hot40_top15_artist/marc_chagall/marc_chagall_0031.jpg
WikiArt,artist,childe-hassam,childe-hassam,Impressionism,still_life,train-00000-of-00072.parquet,991,datasets/partial/WikiArt_hot40_top15_artist/childe_hassam/childe_hassam_0031.jpg
WikiArt,artist,john-singer-sargent,john-singer-sargent,Realism,sketch_and_study,train-00000-of-00072.parquet,994,datasets/partial/WikiArt_hot40_top15_artist/john_singer_sargent/john_singer_sargent_0039.jpg
WikiArt,artist,boris-kustodiev,boris-kustodiev,Realism,cityscape,train-00000-of-00072.parquet,999,datasets/partial/WikiArt_hot40_top15_artist/boris_kustodiev/boris_kustodiev_0038.jpg
WikiArt,artist,john-singer-sargent,john-singer-sargent,Realism,portrait,train-00000-of-00072.parquet,1001,datasets/partial/WikiArt_hot40_top15_artist/john_singer_sargent/john_singer_sargent_0040.jpg
WikiArt,artist,raphael-kirchner,raphael-kirchner,Art_Nouveau,Unknown Genre,train-00000-of-00072.parquet,1002,datasets/partial/WikiArt_hot40_top15_artist/raphael_kirchner/raphael_kirchner_0025.jpg
WikiArt,artist,marc-chagall,marc-chagall,Naive_Art_Primitivism,religious_painting,train-00000-of-00072.parquet,1011,datasets/partial/WikiArt_hot40_top15_artist/marc_chagall/marc_chagall_0032.jpg
WikiArt,artist,eugene-boudin,eugene-boudin,Impressionism,landscape,train-00000-of-00072.parquet,1014,datasets/partial/WikiArt_hot40_top15_artist/eugene_boudin/eugene_boudin_0024.jpg
WikiArt,artist,marc-chagall,marc-chagall,Naive_Art_Primitivism,genre_painting,train-00000-of-00072.parquet,1020,datasets/partial/WikiArt_hot40_top15_artist/marc_chagall/marc_chagall_0033.jpg
WikiArt,artist,camille-pissarro,camille-pissarro,Impressionism,landscape,train-00000-of-00072.parquet,1023,datasets/partial/WikiArt_hot40_top15_artist/camille_pissarro/camille_pissarro_0039.jpg
WikiArt,artist,ivan-aivazovsky,ivan-aivazovsky,Romanticism,Unknown Genre,train-00000-of-00072.parquet,1025,datasets/partial/WikiArt_hot40_top15_artist/ivan_aivazovsky/ivan_aivazovsky_0033.jpg
WikiArt,artist,camille-pissarro,camille-pissarro,Impressionism,genre_painting,train-00000-of-00072.parquet,1026,datasets/partial/WikiArt_hot40_top15_artist/camille_pissarro/camille_pissarro_0040.jpg
WikiArt,artist,marc-chagall,marc-chagall,Expressionism,genre_painting,train-00000-of-00072.parquet,1027,datasets/partial/WikiArt_hot40_top15_artist/marc_chagall/marc_chagall_0034.jpg
WikiArt,artist,gustave-dore,gustave-dore,Romanticism,religious_painting,train-00000-of-00072.parquet,1031,datasets/partial/WikiArt_hot40_top15_artist/gustave_dore/gustave_dore_0040.jpg
WikiArt,artist,martiros-saryan,martiros-saryan,Symbolism,landscape,train-00000-of-00072.parquet,1035,datasets/partial/WikiArt_hot40_top15_artist/martiros_saryan/martiros_saryan_0036.jpg
WikiArt,artist,eugene-boudin,eugene-boudin,Impressionism,landscape,train-00000-of-00072.parquet,1044,datasets/partial/WikiArt_hot40_top15_artist/eugene_boudin/eugene_boudin_0025.jpg
WikiArt,artist,marc-chagall,marc-chagall,Naive_Art_Primitivism,religious_painting,train-00000-of-00072.parquet,1048,datasets/partial/WikiArt_hot40_top15_artist/marc_chagall/marc_chagall_0035.jpg
WikiArt,artist,childe-hassam,childe-hassam,Impressionism,landscape,train-00000-of-00072.parquet,1050,datasets/partial/WikiArt_hot40_top15_artist/childe_hassam/childe_hassam_0032.jpg
